Crime Date,Agency,Description,Type,Group
4-27-17,SMYRNA PD,Larceny/From Building,Theft,PROPERTY
4-24-17,TROOP 9 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-20-17,SMYRNA PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-14-17,SMYRNA PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-14-17,SMYRNA PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-13-17,SMYRNA PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-10-17,SMYRNA PD,Larceny Controlled Substance Non Registered Facility,Theft,PROPERTY
4-10-17,SMYRNA PD,Damage/Business Property,Criminal mischief,OTHER
4-10-17,SMYRNA PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-09-17,SMYRNA PD,Larceny/From All Other Yards,Theft,PROPERTY
4-02-17,SMYRNA PD,Larceny/Shoplifting,Theft,PROPERTY
3-31-17,SMYRNA PD,Marijuana/Possession,Drugs,DRUGS
