Crime Date,Agency,Description,Type,Group
4-23-17,TROOP 5 STATE POLICE,Larceny/From All Other Yards,Theft,PROPERTY
4-23-17,TROOP 5 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-22-17,SEAFORD PD,Drug Overdose/Illegal Substances,Drugs,DRUGS
4-22-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-22-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-22-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-17-17,TROOP 5 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-16-17,TROOP 5 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-16-17,TROOP 5 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-16-17,SEAFORD PD,Larceny/Shoplifting,Theft,PROPERTY
4-12-17,SEAFORD PD,Heroin/Possession,Drugs,DRUGS
4-12-17,SEAFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-08-17,TROOP 5 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-06-17,SEAFORD PD,Larceny/Shoplifting,Theft,PROPERTY
4-06-17,SEAFORD PD,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,TROOP 5 STATE POLICE,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
