Crime Date,Agency,Description,Type,Group
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-23-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-23-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-22-17,WILMINGTON PD,Larceny/Vehicle Parts/From Auto/Attached,Theft,PROPERTY
4-22-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-22-17,WILMINGTON PD,Robbery/Gun Highway,Robbery,VIOLENT
4-22-17,WILMINGTON PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-22-17,WILMINGTON PD,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-22-17,WILMINGTON PD,Possession of Weapon,Weapons,WEAPONS
4-22-17,WILMINGTON PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-22-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-22-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-22-17,WILMINGTON PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-21-17,WILMINGTON PD,Heroin/Possession,Drugs,DRUGS
4-21-17,WILMINGTON PD,Engaging in a Crap Game,Gambling,OTHER
4-21-17,WILMINGTON PD,Engaging in a Crap Game,Gambling,OTHER
4-21-17,WILMINGTON PD,Engaging in a Crap Game,Gambling,OTHER
4-21-17,WILMINGTON PD,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-21-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
4-20-17,WILMINGTON PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-20-17,WILMINGTON PD,Possession of Weapon,Weapons,WEAPONS
4-20-17,WILMINGTON PD,Possession of Weapon,Weapons,WEAPONS
4-20-17,WILMINGTON PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-19-17,WILMINGTON PD,Larceny/Shoplifting,Theft,PROPERTY
4-19-17,WILMINGTON PD,IMPERSONATION,Fraud,OTHER
4-17-17,WILMINGTON PD,Domestic/Family/Verbal,Domestic,OTHER
4-15-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-14-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-14-17,WILMINGTON PD,Attempt Homicide - Willful Kill - Non-Family - Gun                                                                 ,Homicide (including attempts),VIOLENT
4-14-17,WILMINGTON PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-14-17,WILMINGTON PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-14-17,WILMINGTON PD,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-14-17,WILMINGTON PD,Possession of Weapon,Weapons,WEAPONS
4-12-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-10-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-09-17,WILMINGTON PD,Robbery/Knife Highway,Robbery,VIOLENT
4-09-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-07-17,WILMINGTON PD,Vehicle Theft ,Vehicle theft,PROPERTY
4-06-17,WILMINGTON PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-06-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-05-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-05-17,WILMINGTON PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-05-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
4-05-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-05-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-05-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-03-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-03-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-03-17,WILMINGTON PD,Receiving Stolen Property,Stolen property,OTHER
4-03-17,WILMINGTON PD,Receiving Stolen Property,Stolen property,OTHER
4-03-17,WILMINGTON PD,Receiving Stolen Property,Stolen property,OTHER
4-03-17,WILMINGTON PD,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-03-17,WILMINGTON PD,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-03-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
4-03-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-03-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-03-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-03-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-01-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
