Crime Date,Agency,Description,Type,Group
4-23-17,DEL. RIV & BAY AUTH,Possession of Drug Paraphernalia,Drugs,DRUGS
4-23-17,DEL. RIV & BAY AUTH,Local Fugitive/Wanted,Local fugitive,OTHER
4-23-17,DEL. RIV & BAY AUTH,Local Fugitive/Wanted,Local fugitive,OTHER
4-18-17,DEL. RIV & BAY AUTH,Moving Violation/Traffic,Traffic,OTHER
4-14-17,DEL. RIV & BAY AUTH,Possession of Counterfeit Document,Forgery,OTHER
4-12-17,DEL. RIV & BAY AUTH,Theft of Services From Building,Theft,PROPERTY
4-12-17,DEL. RIV & BAY AUTH,Non-Moving Violation/Abandoned Vehicle/Tampering with Vehicle/Etc.,Traffic,OTHER
4-12-17,DEL. RIV & BAY AUTH,Non-Moving Violation/Abandoned Vehicle/Tampering with Vehicle/Etc.,Traffic,OTHER
4-12-17,DEL. RIV & BAY AUTH,Non-Moving Violation/Abandoned Vehicle/Tampering with Vehicle/Etc.,Traffic,OTHER
4-12-17,DEL. RIV & BAY AUTH,Non-Moving Violation/Abandoned Vehicle/Tampering with Vehicle/Etc.,Traffic,OTHER
4-12-17,DEL. RIV & BAY AUTH,Non-Moving Violation/Abandoned Vehicle/Tampering with Vehicle/Etc.,Traffic,OTHER
4-06-17,DEL. RIV & BAY AUTH,Possession of Drug Paraphernalia,Drugs,DRUGS
4-04-17,DEL. RIV & BAY AUTH,Possession of Counterfeit Document,Forgery,OTHER
4-03-17,DEL. RIV & BAY AUTH,Flight to Avoid Prosecution/Out-of-State Fugitive,Local fugitive,OTHER
