Crime Date,Agency,Description,Type,Group
4-22-17,DIVISION OF GAMING ENFORCEMENT,Larceny/From Building,Theft,PROPERTY
4-20-17,DIVISION OF GAMING ENFORCEMENT,Damage/Business Property,Criminal mischief,OTHER
4-18-17,DIVISION OF GAMING ENFORCEMENT,Larceny/From Building,Theft,PROPERTY
4-16-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/NonResidence,Burglary,PROPERTY
4-16-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-16-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-16-17,NEW CASTLE COUNTY PD,Larceny/From All Other Yards,Theft,PROPERTY
4-16-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-14-17,DIVISION OF GAMING ENFORCEMENT,Larceny/From Building,Theft,PROPERTY
4-14-17,DIVISION OF GAMING ENFORCEMENT,Larceny/From Building,Theft,PROPERTY
4-12-17,TROOP 6 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-12-17,TROOP 6 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
