Crime Date,Agency,Description,Type,Group
4-24-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-21-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-21-17,NEW CASTLE COUNTY PD,Vehicle Theft ,Vehicle theft,PROPERTY
4-21-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-21-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-21-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-20-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-18-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-18-17,NEW CASTLE COUNTY PD,Identity Theft, ,
4-17-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-14-17,TROOP 6 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-14-17,TROOP 6 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-12-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-12-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-12-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-12-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-12-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-12-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-12-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-11-17,TROOP 6 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-11-17,TROOP 6 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-11-17,NEW CASTLE COUNTY PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-11-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-11-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-11-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
3-30-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
