Crime Date,Agency,Description,Type,Group
4-23-17,TROOP 1 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-20-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-14-17,TROOP 1 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-13-17,TROOP 1 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-07-17,TROOP 1 STATE POLICE,Marijuana/Possession with Intent to Deliver,Drugs,DRUGS
4-04-17,TROOP 1 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-03-17,TROOP 1 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-02-17,TROOP 2 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
