Crime Date,Agency,Description,Type,Group
4-23-17,FELTON PD,Domestic/Family/Verbal,Domestic,OTHER
4-21-17,FELTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-21-17,FELTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,FELTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-14-17,FELTON PD,Damage/Private Property,Criminal mischief,OTHER
4-13-17,FELTON PD,Larceny/Shoplifting,Theft,PROPERTY
4-04-17,FELTON PD,Conservation/Free Text,Conservation,OTHER
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
