Crime Date,Agency,Description,Type,Group
4-22-17,TROOP 2 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-20-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-18-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-18-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-18-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-15-17,TROOP 2 STATE POLICE,Cocaine/Possession,Drugs,DRUGS
4-14-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Strong-Arm/Hands/Fist/Feet,Aggravated assault,VIOLENT
4-14-17,NEW CASTLE COUNTY PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-13-17,NEW CASTLE COUNTY PD,Larceny/Bicycles,Theft,PROPERTY
4-09-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-08-17,TROOP 2 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-08-17,TROOP 2 STATE POLICE,Loitering/Adult,Disorderly conduct,OTHER
4-08-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-08-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-08-17,NEW CASTLE COUNTY PD,Forgery/Check,Forgery,OTHER
4-05-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-01-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
