Crime Date,Agency,Description,Type,Group
4-26-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-23-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-22-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-21-17,TROOP 3 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
4-19-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-19-17,TROOP 3 STATE POLICE,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-19-17,TROOP 3 STATE POLICE,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-14-17,TROOP 3 STATE POLICE,Synthetic Narcotic/Possession,Drugs,DRUGS
4-14-17,TROOP 3 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-14-17,TROOP 3 STATE POLICE,Resisting Arrest,Obstruction of justice -- police,OTHER
4-13-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-13-17,TROOP 3 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-11-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-10-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-03-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-03-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-02-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
