Crime Date,Agency,Description,Type,Group
4-26-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-25-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
