Crime Date,Agency,Description,Type,Group
4-26-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-26-17,NEW CASTLE COUNTY PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-26-17,NEW CASTLE COUNTY PD,Obstructing a Court Order,Obstruction of justice -- courts,OTHER
4-23-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-16-17,TROOP 1 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-16-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-11-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-09-17,NEW CASTLE COUNTY PD,Aggravated Assault/Family Strong-Arm/Hands/Fist/Feet,Aggravated assault,VIOLENT
4-08-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-08-17,NEW CASTLE COUNTY PD,Forgery/Check,Forgery,OTHER
4-08-17,NEW CASTLE COUNTY PD,IMPERSONATION,Fraud,OTHER
4-08-17,NEW CASTLE COUNTY PD,Identity Theft, ,
4-08-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-08-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-05-17,NEW CASTLE COUNTY PD,Larceny/From Shipment From All Other Yards,Theft,PROPERTY
4-02-17,NEW CASTLE COUNTY PD,Larceny/From All Other Yards,Theft,PROPERTY
