Crime Date,Agency,Description,Type,Group
4-21-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-20-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-17-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-11-17,TROOP 3 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-10-17,TROOP 3 STATE POLICE,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-10-17,TROOP 3 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-08-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-08-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,TROOP 3 STATE POLICE,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-08-17,TROOP 3 STATE POLICE,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-08-17,TROOP 3 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-01-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
3-30-17,TROOP 3 STATE POLICE,Larceny/From Building,Theft,PROPERTY
