Crime Date,Agency,Description,Type,Group
4-21-17,TROOP 6 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-21-17,TROOP 6 STATE POLICE,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-21-17,TROOP 6 STATE POLICE,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-15-17,NEW CASTLE COUNTY PD,Larceny/From All Other Yards,Theft,PROPERTY
4-12-17,NEW CASTLE COUNTY PD,IMPERSONATION,Fraud,OTHER
4-12-17,NEW CASTLE COUNTY PD,Heroin/Possession,Drugs,DRUGS
4-12-17,NEW CASTLE COUNTY PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-12-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-12-17,NEW CASTLE COUNTY PD,Traffic Offense/Free Text,Traffic,OTHER
4-12-17,NEW CASTLE COUNTY PD,Traffic Offense/Free Text,Traffic,OTHER
4-12-17,NEW CASTLE COUNTY PD,Traffic Offense/Free Text,Traffic,OTHER
4-12-17,NEW CASTLE COUNTY PD,Traffic Offense/Free Text,Traffic,OTHER
4-12-17,NEW CASTLE COUNTY PD,Traffic Offense/Free Text,Traffic,OTHER
4-12-17,NEW CASTLE COUNTY PD,Traffic Offense/Free Text,Traffic,OTHER
4-08-17,TROOP 6 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
3-31-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
