Crime Date,Agency,Description,Type,Group
4-25-17,NEWARK PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-24-17,NEWARK PD,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
4-21-17,NEWARK PD,Disturbing the Peace/Public Nuisance,Disorderly conduct,OTHER
4-17-17,NEWARK PD,Marijuana/Possession,Drugs,DRUGS
4-16-17,NEWARK PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-13-17,NEWARK PD,Contempt of Court,Obstruction of justice -- courts,OTHER
4-13-17,NEWARK PD,Larceny/From All Other Yards,Theft,PROPERTY
4-10-17,NEWARK PD,Domestic/Family/Verbal,Domestic,OTHER
4-09-17,NEWARK PD,Larceny/From Building,Theft,PROPERTY
4-09-17,NEWARK PD,Larceny/From Building,Theft,PROPERTY
4-09-17,NEWARK PD,Larceny/From Building,Theft,PROPERTY
4-09-17,NEWARK PD,Public Order Crimes/Includes Official Misconduct,Public order,OTHER
4-09-17,NEWARK PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-08-17,NEWARK PD,Larceny/From All Other Yards,Theft,PROPERTY
4-02-17,NEWARK PD,Domestic/Family/Verbal,Domestic,OTHER
3-30-17,NEWARK PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
3-30-17,NEWARK PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,NEWARK PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
