Crime Date,Agency,Description,Type,Group
4-24-17,NEW CASTLE COUNTY PD,Drug Overdose/Illegal Substances,Drugs,DRUGS
4-21-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-17-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-17-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-17-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-17-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-17-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,NEW CASTLE COUNTY PD,Public Peace/Free Text/Criminal Nuisance,Disorderly conduct,OTHER
4-10-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-06-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-02-17,NEW CASTLE COUNTY PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,NEW CASTLE COUNTY PD,Identity Theft, ,
