Crime Date,Agency,Description,Type,Group
4-19-17,TROOP 2 STATE POLICE,Burglary/No Forced Entry/NonResidence,Burglary,PROPERTY
4-19-17,TROOP 2 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-19-17,TROOP 2 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-17-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-15-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-09-17,TROOP 1 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-09-17,TROOP 1 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-07-17,NEW CASTLE COUNTY PD,Carrying Prohibited,Weapons,WEAPONS
4-07-17,NEW CASTLE COUNTY PD,Carrying Prohibited,Weapons,WEAPONS
4-07-17,NEW CASTLE COUNTY PD,Carrying Prohibited,Weapons,WEAPONS
4-07-17,NEW CASTLE COUNTY PD,Moving Violation/Traffic,Traffic,OTHER
4-07-17,NEW CASTLE COUNTY PD,Moving Violation/Traffic,Traffic,OTHER
4-07-17,NEW CASTLE COUNTY PD,Moving Violation/Traffic,Traffic,OTHER
4-04-17,WILMINGTON PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-04-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-04-17,WILMINGTON PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,WILMINGTON PD,Aggravated Assault/Non-Family Strong-Arm/Hands/Fist/Feet,Aggravated assault,VIOLENT
4-04-17,WILMINGTON PD,Local Statute/Free Text,Local statute,OTHER
4-03-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
