Crime Date,Agency,Description,Type,Group
4-13-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,TROOP 6 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,TROOP 6 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,TROOP 6 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,TROOP 6 STATE POLICE,Larceny/Vehicle Parts/From Auto/Attached,Theft,PROPERTY
4-12-17,TROOP 6 STATE POLICE,Resisting Arrest,Obstruction of justice -- police,OTHER
4-02-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-02-17,NEW CASTLE COUNTY PD,Carrying Prohibited,Weapons,WEAPONS
4-02-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-02-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-02-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-02-17,NEW CASTLE COUNTY PD,Possession of Fireworks,Fireworks,OTHER
3-30-17,NEW CASTLE COUNTY PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
3-30-17,NEW CASTLE COUNTY PD,Domestic/Family/Verbal,Domestic,OTHER
