Crime Date,Agency,Description,Type,Group
4-24-17,WILMINGTON PD,Theft/False Pretense or Promise,Fraud,OTHER
4-17-17,WILMINGTON PD,Damage/Business Property,Criminal mischief,OTHER
4-12-17,WILMINGTON PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,WILMINGTON PD,Larceny/Vehicle Parts/From Auto/Attached,Theft,PROPERTY
4-11-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-10-17,WILMINGTON PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-10-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-10-17,WILMINGTON PD,Possession of Weapon,Weapons,WEAPONS
4-04-17,WILMINGTON PD,Trespassing/Free Text,Trespassing,OTHER
4-03-17,WILMINGTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
