Crime Date,Agency,Description,Type,Group
4-24-17,TROOP 6 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-24-17,TROOP 6 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-22-17,NEW CASTLE COUNTY PD,Hit and Run,Traffic,OTHER
4-22-17,NEW CASTLE COUNTY PD,Hit and Run,Traffic,OTHER
4-22-17,NEW CASTLE COUNTY PD,Hit and Run,Traffic,OTHER
4-22-17,NEW CASTLE COUNTY PD,Hit and Run,Traffic,OTHER
4-20-17,TROOP 6 STATE POLICE,Contempt of Court,Obstruction of justice -- courts,OTHER
4-20-17,TROOP 6 STATE POLICE,Disturbing the Peace/Public Nuisance,Disorderly conduct,OTHER
4-20-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-20-17,NEW CASTLE COUNTY PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-20-17,NEW CASTLE COUNTY PD,Vehicle Theft Locally Stolen-Locally Recover,Vehicle theft,PROPERTY
4-19-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-17-17,WILMINGTON PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-14-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-14-17,TROOP 6 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-13-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-12-17,TROOP 6 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-12-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-10-17,TROOP 6 STATE POLICE,Burglary/No Forced Entry/NonResidence,Burglary,PROPERTY
4-10-17,TROOP 6 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-10-17,TROOP 6 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-08-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-08-17,NEW CASTLE COUNTY PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-06-17,NEW CASTLE COUNTY PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-06-17,NEW CASTLE COUNTY PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-06-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-06-17,NEW CASTLE COUNTY PD,Obstructing Police/Hindering Police Officer/Free Text,Obstruction of justice -- police,OTHER
4-03-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-02-17,TROOP 6 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-02-17,TROOP 6 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-01-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-01-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-01-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-01-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-01-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-01-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-01-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
3-31-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
3-31-17,TROOP 6 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
3-31-17,TROOP 6 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
3-31-17,NEW CASTLE COUNTY PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
