Crime Date,Agency,Description,Type,Group
4-23-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Larceny/From Bank From Building,Theft,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Larceny/From Bank From Building,Theft,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Forgery/Check,Forgery,OTHER
4-23-17,NEW CASTLE COUNTY PD,Forgery/Check,Forgery,OTHER
4-23-17,NEW CASTLE COUNTY PD,Forgery/Check,Forgery,OTHER
4-23-17,NEW CASTLE COUNTY PD,Forgery/Check,Forgery,OTHER
4-23-17,NEW CASTLE COUNTY PD,Forgery/Check,Forgery,OTHER
4-23-17,NEW CASTLE COUNTY PD,Identity Theft, ,
4-23-17,NEW CASTLE COUNTY PD,Identity Theft, ,
4-23-17,NEW CASTLE COUNTY PD,Possession of Stolen Property,Stolen property,OTHER
4-23-17,NEW CASTLE COUNTY PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-23-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-22-17,NEW CASTLE COUNTY PD,Identity Theft, ,
4-09-17,TROOP 1 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-09-17,TROOP 1 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-08-17,TROOP 1 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-06-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-04-17,NEW CASTLE COUNTY PD,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-04-17,NEW CASTLE COUNTY PD,Violation of Protection From Abuse Order (PFA),Obstruction of justice -- courts,OTHER
