Crime Date,Agency,Description,Type,Group
4-24-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Strong-Arm/Hands/Fist/Feet,Aggravated assault,VIOLENT
4-24-17,NEW CASTLE COUNTY PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-24-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-22-17,NEWARK PD,Damage/Private Property,Criminal mischief,OTHER
4-22-17,NEWARK PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-17-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-17-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-14-17,NEWARK PD,Larceny/From Building,Theft,PROPERTY
4-14-17,NEWARK PD,Damage/Private Property,Criminal mischief,OTHER
4-14-17,NEWARK PD,Traffic Offense/Free Text,Traffic,OTHER
4-10-17,NEWARK PD,Traffic Offense/Free Text,Traffic,OTHER
4-10-17,NEWARK PD,Trespassing/Free Text,Trespassing,OTHER
4-09-17,NEWARK PD,Non-Moving Violation/Abandoned Vehicle/Tampering with Vehicle/Etc.,Traffic,OTHER
4-09-17,NEWARK PD,Traffic Offense/Free Text,Traffic,OTHER
4-09-17,NEWARK PD,Trespassing/Free Text,Trespassing,OTHER
4-09-17,NEWARK PD,Trespassing/Free Text,Trespassing,OTHER
4-09-17,NEWARK PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-07-17,NEWARK PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-07-17,NEWARK PD,Damage/Private Property,Criminal mischief,OTHER
4-07-17,NEWARK PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-07-17,NEW CASTLE COUNTY PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
3-30-17,NEWARK PD,Drug Overdose/Illegal Substances,Drugs,DRUGS
