Crime Date,Agency,Description,Type,Group
4-23-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
4-22-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
4-21-17,DOVER PD,Larceny/Bicycles,Theft,PROPERTY
4-20-17,DOVER PD,Domestic/Family/Verbal,Domestic,OTHER
4-19-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
4-18-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
4-17-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-11-17,DOVER PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-11-17,DOVER PD,Larceny/From Building,Theft,PROPERTY
4-11-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
4-09-17,DOVER PD,Domestic/Family/Verbal,Domestic,OTHER
4-08-17,DOVER PD,Larceny/From All Other Yards,Theft,PROPERTY
4-08-17,DOVER PD,Marijuana/Possession,Drugs,DRUGS
4-07-17,DOVER PD,Marijuana/Possession,Drugs,DRUGS
4-07-17,DOVER PD,Marijuana/Possession,Drugs,DRUGS
4-07-17,DOVER PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-07-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-07-17,DOVER PD,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-07-17,DOVER PD,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-07-17,DOVER PD,Carrying Prohibited,Weapons,WEAPONS
4-07-17,DOVER PD,Carrying Prohibited,Weapons,WEAPONS
4-07-17,DOVER PD,Moving Violation/Traffic,Traffic,OTHER
4-07-17,DOVER PD,Moving Violation/Traffic,Traffic,OTHER
4-04-17,DOVER PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,DOVER PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
4-04-17,DOVER PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-04-17,DOVER PD,Trespassing/Free Text,Trespassing,OTHER
