Crime Date,Agency,Description,Type,Group
4-20-17,NEW CASTLE COUNTY PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-18-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-15-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-15-17,NEW CASTLE COUNTY PD,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
4-15-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-15-17,NEW CASTLE COUNTY PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-15-17,NEW CASTLE COUNTY PD,Obstructing Police/Hindering Police Officer/Free Text,Obstruction of justice -- police,OTHER
4-15-17,NEW CASTLE COUNTY PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-15-17,NEW CASTLE COUNTY PD,Moving Violation/Traffic,Traffic,OTHER
4-15-17,NEW CASTLE COUNTY PD,Moving Violation/Traffic,Traffic,OTHER
4-13-17,NEW CASTLE COUNTY PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-10-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-08-17,NEW CASTLE COUNTY PD,Damage/Business Property,Criminal mischief,OTHER
4-04-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
