Crime Date,Agency,Description,Type,Group
4-15-17,WILMINGTON PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-15-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
4-15-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-13-17,WILMINGTON PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-13-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
4-13-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-12-17,WILMINGTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,WILMINGTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,WILMINGTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-02-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-02-17,WILMINGTON PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-02-17,WILMINGTON PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
3-30-17,WILMINGTON PD,Domestic/Family/Verbal,Domestic,OTHER
