Crime Date,Agency,Description,Type,Group
4-25-17,MILFORD PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-25-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-25-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-25-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-25-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-25-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-25-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-15-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-09-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-09-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-09-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-05-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-05-17,MILFORD PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-04-17,MILFORD PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-04-17,MILFORD PD,Larceny/From Building,Theft,PROPERTY
4-04-17,MILFORD PD,Damage/Business Property,Criminal mischief,OTHER
