Crime Date,Agency,Description,Type,Group
4-24-17,NEW CASTLE COUNTY PD,Larceny/From All Other Yards,Theft,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-23-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-19-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-16-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,NEW CASTLE COUNTY PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,NEW CASTLE COUNTY PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,NEW CASTLE COUNTY PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-04-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-04-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-04-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-04-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-04-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
