Crime Date,Agency,Description,Type,Group
4-26-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-26-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-14-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-14-17,TROOP 1 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-12-17,TROOP 1 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
4-11-17,TROOP 1 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-03-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-02-17,TROOP 1 STATE POLICE,Vehicle Theft Locally Stolen-Locally Recover,Vehicle theft,PROPERTY
4-01-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
