Crime Date,Agency,Description,Type,Group
4-25-17,NEW CASTLE COUNTY PD,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
4-25-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-24-17,NEW CASTLE COUNTY PD,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
4-23-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-23-17,NEW CASTLE COUNTY PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-23-17,NEW CASTLE COUNTY PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-23-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-22-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-22-17,NEW CASTLE COUNTY PD,Disturbing the Peace/Public Nuisance,Disorderly conduct,OTHER
4-21-17,NEW CASTLE COUNTY PD,Domestic/Family/Verbal,Domestic,OTHER
4-20-17,NEW CASTLE COUNTY PD,Robbery/Gun Highway,Robbery,VIOLENT
4-17-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-17-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-17-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-17-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-17-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-17-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-17-17,NEW CASTLE COUNTY PD,Disturbing the Peace/Public Nuisance,Disorderly conduct,OTHER
4-17-17,NEW CASTLE COUNTY PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-15-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-14-17,TROOP 1 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-13-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-13-17,NEW CASTLE COUNTY PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-11-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-11-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-10-17,NEW CASTLE COUNTY PD,Domestic/Family/Verbal,Domestic,OTHER
4-08-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-08-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-08-17,NEW CASTLE COUNTY PD,Domestic/Family/Verbal,Domestic,OTHER
4-08-17,NEW CASTLE COUNTY PD,Domestic/Family/Verbal,Domestic,OTHER
4-07-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-07-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-07-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-06-17,NEW CASTLE COUNTY PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-06-17,NEW CASTLE COUNTY PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,TROOP 1 STATE POLICE,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-04-17,TROOP 1 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-04-17,NEW CASTLE COUNTY PD,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
4-04-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-04-17,NEW CASTLE COUNTY PD,Damage/Business Property,Criminal mischief,OTHER
4-03-17,NEW CASTLE COUNTY PD,Conservation/Free Text,Conservation,OTHER
4-02-17,NEW CASTLE COUNTY PD,Loitering/Juveniles,Disorderly conduct,OTHER
4-01-17,TROOP 1 STATE POLICE,Robbery/Gun Convenience Store,Robbery,VIOLENT
3-30-17,NEW CASTLE COUNTY PD,Aggravated Assault/Family Other Dangerous Weapon,Aggravated assault,VIOLENT
3-30-17,NEW CASTLE COUNTY PD,Aggravated Assault/Family Other Dangerous Weapon,Aggravated assault,VIOLENT
3-30-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
3-30-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
3-30-17,NEW CASTLE COUNTY PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
