Crime Date,Agency,Description,Type,Group
4-22-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-21-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-17-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,NEW CASTLE COUNTY PD,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
4-15-17,NEW CASTLE COUNTY PD,Larceny/From All Other Yards,Theft,PROPERTY
4-09-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-06-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-06-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-04-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
3-31-17,NEW CASTLE COUNTY PD,Drug Overdose/Illegal Substances,Drugs,DRUGS
