Crime Date,Agency,Description,Type,Group
4-18-17,TROOP 5 STATE POLICE,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,TROOP 5 STATE POLICE,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,TROOP 5 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-18-17,TROOP 5 STATE POLICE,Obstructing Police/Hindering Police Officer/Free Text,Obstruction of justice -- police,OTHER
4-18-17,TROOP 5 STATE POLICE,Threat of Arson,Weapons,WEAPONS
4-11-17,TROOP 5 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,TROOP 5 STATE POLICE,Aggravated Assault/Non-Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-09-17,TROOP 5 STATE POLICE,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-09-17,TROOP 5 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-06-17,TROOP 5 STATE POLICE,Threat of Arson,Weapons,WEAPONS
4-06-17,TROOP 5 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
