Crime Date,Agency,Description,Type,Group
4-24-17,NEW CASTLE COUNTY PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-23-17,TROOP 6 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-20-17,TROOP 1 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-19-17,NEW CASTLE COUNTY PD,Aggravated Assault/Family Firearm,Aggravated assault,VIOLENT
4-19-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-19-17,NEW CASTLE COUNTY PD,Carrying Prohibited,Weapons,WEAPONS
4-19-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-18-17,NEW CASTLE COUNTY PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-18-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-17-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-17-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-17-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-16-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-16-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-10-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-10-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-10-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-06-17,TROOP 2 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-02-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
