Crime Date,Agency,Description,Type,Group
4-23-17,ELSMERE PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-22-17,ELSMERE PD,Domestic/Family/Verbal,Domestic,OTHER
4-19-17,ELSMERE PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,ELSMERE PD,Larceny/From Mail From Building,Theft,PROPERTY
4-18-17,ELSMERE PD,Domestic/Family/Verbal,Domestic,OTHER
4-16-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-14-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-09-17,ELSMERE PD,Moving Violation/Traffic,Traffic,OTHER
4-09-17,ELSMERE PD,Moving Violation/Traffic,Traffic,OTHER
4-09-17,ELSMERE PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
