Crime Date,Agency,Description,Type,Group
4-26-17,TROOP 3 STATE POLICE,Kidnap/Free Text,Kidnap,VIOLENT
4-26-17,TROOP 3 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-26-17,TROOP 3 STATE POLICE,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-26-17,TROOP 3 STATE POLICE,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-18-17,DNREC-FISH & WILDLIFE NATURAL RESOURCES,Hunting Regulations ,Conservation,OTHER
4-18-17,DNREC-FISH & WILDLIFE NATURAL RESOURCES,Hunting Regulations ,Conservation,OTHER
4-18-17,DNREC-FISH & WILDLIFE NATURAL RESOURCES,Hunting Regulations ,Conservation,OTHER
4-18-17,DNREC-FISH & WILDLIFE NATURAL RESOURCES,Hunting Regulations ,Conservation,OTHER
4-18-17,DNREC-FISH & WILDLIFE NATURAL RESOURCES,Hunting Regulations ,Conservation,OTHER
4-18-17,DNREC-FISH & WILDLIFE NATURAL RESOURCES,Hunting Regulations ,Conservation,OTHER
4-04-17,TROOP 3 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
