Crime Date,Agency,Description,Type,Group
4-20-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-17-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-17-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-16-17,MILFORD PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-15-17,MILFORD PD,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
4-15-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-15-17,MILFORD PD,Carrying Prohibited,Weapons,WEAPONS
4-15-17,MILFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-15-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-13-17,MILFORD PD,Larceny/From All Other Yards,Theft,PROPERTY
4-12-17,MILFORD PD,Marijuana/Possession,Drugs,DRUGS
4-11-17,MILFORD PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-10-17,MILFORD PD,Trespassing/Free Text,Trespassing,OTHER
4-10-17,MILFORD PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-10-17,MILFORD PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-10-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-04-17,MILFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
