Crime Date,Agency,Description,Type,Group
4-26-17,WILMINGTON PD,Heroin/Possession,Drugs,DRUGS
4-26-17,WILMINGTON PD,Loitering/Adult,Disorderly conduct,OTHER
4-26-17,WILMINGTON PD,Marijuana/Possession,Drugs,DRUGS
4-26-17,WILMINGTON PD,Loitering/Adult,Disorderly conduct,OTHER
4-25-17,WILMINGTON PD,Vehicle Theft Locally Stolen-Locally Recover,Vehicle theft,PROPERTY
4-24-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-20-17,WILMINGTON PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-19-17,WILMINGTON PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-19-17,WILMINGTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-19-17,WILMINGTON PD,Trespassing/Free Text,Trespassing,OTHER
4-18-17,WILMINGTON PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-18-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-17-17,WILMINGTON PD,Damage/Public Property,Criminal mischief,OTHER
4-15-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
4-14-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-12-17,WILMINGTON PD,Loitering/Adult,Disorderly conduct,OTHER
4-11-17,WILMINGTON PD,Trespassing/Free Text,Trespassing,OTHER
4-11-17,WILMINGTON PD,Marijuana/Possession,Drugs,DRUGS
4-11-17,WILMINGTON PD,Cocaine/Possession,Drugs,DRUGS
4-11-17,WILMINGTON PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-11-17,WILMINGTON PD,Loitering/Adult,Disorderly conduct,OTHER
4-11-17,WILMINGTON PD,Domestic/Family/Verbal,Domestic,OTHER
4-09-17,TROOP 1 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-09-17,WILMINGTON PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-09-17,WILMINGTON PD,Anarchism, ,
4-08-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-08-17,WILMINGTON PD,Domestic/Family/Verbal,Domestic,OTHER
4-08-17,WILMINGTON PD,Domestic/Family/Verbal,Domestic,OTHER
4-08-17,WILMINGTON PD,Domestic/Family/Verbal,Domestic,OTHER
4-06-17,WILMINGTON PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-06-17,WILMINGTON PD,Aggravated Assault/Police Officer Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-04-17,WILMINGTON PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-04-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-04-17,WILMINGTON PD,Illegally Firing a Weapon,Weapons,WEAPONS
4-04-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-01-17,WILMINGTON PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
3-31-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-31-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-31-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-31-17,WILMINGTON PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
3-31-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
