Crime Date,Agency,Description,Type,Group
4-25-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-24-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-18-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-17-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-15-17,NEW CASTLE COUNTY PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-15-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-15-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-12-17,TROOP 2 STATE POLICE,Cocaine/Possession,Drugs,DRUGS
4-12-17,TROOP 2 STATE POLICE,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-12-17,TROOP 2 STATE POLICE,Carrying Prohibited,Weapons,WEAPONS
4-12-17,TROOP 2 STATE POLICE,Carrying Prohibited,Weapons,WEAPONS
4-12-17,TROOP 2 STATE POLICE,Carrying Prohibited,Weapons,WEAPONS
4-12-17,TROOP 2 STATE POLICE,Possession of Weapon,Weapons,WEAPONS
4-12-17,TROOP 2 STATE POLICE,Weapon Offense/Free Text,Weapons,WEAPONS
4-12-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-12-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-12-17,NEW CASTLE COUNTY PD,Damage/Business Property,Criminal mischief,OTHER
4-12-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-12-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-11-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-11-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-11-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-10-17,NEW CASTLE COUNTY PD,Cocaine/Possession with Intent to Deliver,Drugs,DRUGS
4-10-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-10-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-09-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-09-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-09-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-09-17,DEL. RIV & BAY AUTH,Intimidation Police Officer (Terr. Threat,Assault,OTHER
4-09-17,DEL. RIV & BAY AUTH,Obstructing Police/Hindering Police Officer/Free Text,Obstruction of justice -- police,OTHER
4-09-17,DEL. RIV & BAY AUTH,Moving Violation/Traffic,Traffic,OTHER
4-09-17,DEL. RIV & BAY AUTH,Traffic Offense/Free Text,Traffic,OTHER
4-09-17,DEL. RIV & BAY AUTH,Traffic Offense/Free Text,Traffic,OTHER
4-09-17,DEL. RIV & BAY AUTH,Traffic Offense/Free Text,Traffic,OTHER
4-09-17,DEL. RIV & BAY AUTH,Traffic Offense/Free Text,Traffic,OTHER
4-09-17,DEL. RIV & BAY AUTH,Traffic Offense/Free Text,Traffic,OTHER
4-09-17,DEL. RIV & BAY AUTH,Traffic Offense/Free Text,Traffic,OTHER
4-09-17,DEL. RIV & BAY AUTH,Traffic Offense/Free Text,Traffic,OTHER
4-09-17,DEL. RIV & BAY AUTH,Traffic Offense/Free Text,Traffic,OTHER
4-09-17,DEL. RIV & BAY AUTH,Traffic Offense/Free Text,Traffic,OTHER
4-09-17,DEL. RIV & BAY AUTH,Traffic Offense/Free Text,Traffic,OTHER
4-09-17,DEL. RIV & BAY AUTH,Marijuana/Possession,Drugs,DRUGS
4-07-17,NEW CASTLE COUNTY PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-07-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-07-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-06-17,NEW CASTLE COUNTY PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-06-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-06-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-06-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-06-17,NEW CASTLE COUNTY PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
