Crime Date,Agency,Description,Type,Group
4-18-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-18-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-18-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-16-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-15-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-08-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-05-17,TROOP 3 STATE POLICE,Synthetic Narcotic/Possession,Drugs,DRUGS
4-05-17,TROOP 3 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-05-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-05-17,TROOP 3 STATE POLICE,Driving Under the Influence/Drugs,Traffic,OTHER
4-05-17,TROOP 3 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-05-17,TROOP 3 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-05-17,TROOP 3 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-05-17,TROOP 3 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
4-05-17,TROOP 3 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
4-05-17,TROOP 3 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
4-03-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
