Crime Date,Agency,Description,Type,Group
4-26-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-22-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-21-17,TROOP 3 STATE POLICE,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-21-17,TROOP 3 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-19-17,TROOP 3 STATE POLICE,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-12-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-09-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-04-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,TROOP 3 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
3-31-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
3-30-17,TROOP 3 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
