Crime Date,Agency,Description,Type,Group
4-22-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-22-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-21-17,TROOP 3 STATE POLICE,Heroin/Possession,Drugs,DRUGS
4-21-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-17-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-14-17,TROOP 3 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
4-14-17,TROOP 3 STATE POLICE,Identity Theft, ,
4-10-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-09-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-06-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-03-17,TROOP 3 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-03-17,TROOP 3 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
