Crime Date,Agency,Description,Type,Group
4-26-17,TROOP 6 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-23-17,NEW CASTLE COUNTY PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-21-17,NEW CASTLE COUNTY PD,Moving Violation/Traffic,Traffic,OTHER
4-21-17,NEW CASTLE COUNTY PD,Moving Violation/Traffic,Traffic,OTHER
4-21-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-17-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-17-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-14-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-12-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-10-17,TROOP 6 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
4-05-17,NEW CASTLE COUNTY PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-03-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
