Crime Date,Agency,Description,Type,Group
4-25-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-25-17,NEW CASTLE COUNTY PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-22-17,TROOP 2 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-18-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,NEW CASTLE COUNTY PD,Aggravated Assault/Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-18-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-12-17,NEW CASTLE COUNTY PD,Obstructing a Court Order,Obstruction of justice -- courts,OTHER
4-10-17,TROOP 2 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-04-17,TROOP 2 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-04-17,TROOP 2 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-04-17,TROOP 2 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,TROOP 2 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,TROOP 2 STATE POLICE,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
3-30-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
