Crime Date,Agency,Description,Type,Group
4-22-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-22-17,NEW CASTLE COUNTY PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-18-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-17-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-16-17,NEW CASTLE COUNTY PD,Robbery/Other Weapon Commercial House,Robbery,VIOLENT
4-16-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-16-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-13-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-08-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-01-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-01-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-01-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-01-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-01-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-01-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-30-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
