Crime Date,Agency,Description,Type,Group
4-24-17,NEW CASTLE COUNTY PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-24-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-23-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-22-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-21-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-19-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-19-17,NEW CASTLE COUNTY PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-19-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-19-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-19-17,NEW CASTLE COUNTY PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-19-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-19-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-19-17,NEW CASTLE COUNTY PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-19-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-19-17,NEW CASTLE COUNTY PD,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-19-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-18-17,NEW CASTLE COUNTY PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-16-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-15-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/NonResidence,Burglary,PROPERTY
4-15-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-14-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-14-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,NEW CASTLE COUNTY PD,Flight to Avoid Prosecution/Out-of-State Fugitive,Local fugitive,OTHER
4-13-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-13-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-12-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-12-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-12-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-11-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-10-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-09-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-08-17,NEW CASTLE COUNTY PD,IMPERSONATION,Fraud,OTHER
4-08-17,NEW CASTLE COUNTY PD,Failure to Appear/Not a Traffic Summons,Obstruction of justice -- courts,OTHER
4-07-17,NEW CASTLE COUNTY PD,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
4-06-17,NEW CASTLE COUNTY PD,Damage/Business Property,Criminal mischief,OTHER
4-06-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-06-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-05-17,NEW CASTLE COUNTY PD,Vehicle Theft ,Vehicle theft,PROPERTY
4-04-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-04-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-04-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-04-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-04-17,NEW CASTLE COUNTY PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-02-17,NEW CASTLE COUNTY PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-02-17,NEW CASTLE COUNTY PD,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
4-02-17,NEW CASTLE COUNTY PD,Aggravated Assault/Family Strong-Arm/Hands/Fist/Feet,Aggravated assault,VIOLENT
4-02-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-01-17,NEW CASTLE COUNTY PD,Hit and Run,Traffic,OTHER
4-01-17,NEW CASTLE COUNTY PD,Hit and Run,Traffic,OTHER
4-01-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-01-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-01-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-01-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-01-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-01-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-01-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-31-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-31-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-31-17,NEW CASTLE COUNTY PD,Aggravated Assault/Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
3-31-17,NEW CASTLE COUNTY PD,Aggravated Assault/Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
3-31-17,NEW CASTLE COUNTY PD,Aggravated Assault/Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
3-31-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
3-31-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
3-31-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
3-31-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
3-31-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
3-30-17,NEW CASTLE COUNTY PD,Identity Theft, ,
3-30-17,NEW CASTLE COUNTY PD,Marijuana/Possession with Intent to Deliver,Drugs,DRUGS
3-30-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
3-30-17,NEW CASTLE COUNTY PD,Possession of Drug Paraphernalia,Drugs,DRUGS
3-30-17,NEW CASTLE COUNTY PD,Moving Violation/Traffic,Traffic,OTHER
3-30-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
3-30-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
