Crime Date,Agency,Description,Type,Group
4-26-17,DOVER PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-24-17,DOVER PD,Larceny/From Building,Theft,PROPERTY
4-24-17,DOVER PD,Damage/Business Property,Criminal mischief,OTHER
4-24-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-22-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-21-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-20-17,DOVER PD,Larceny/From Building,Theft,PROPERTY
4-19-17,DOVER PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-19-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-18-17,DOVER PD,Intimidation Police Officer (Terr. Threat,Assault,OTHER
4-18-17,DOVER PD,Moving Violation/Traffic,Traffic,OTHER
4-18-17,DOVER PD,Moving Violation/Traffic,Traffic,OTHER
4-18-17,DOVER PD,Non-Moving Violation/Abandoned Vehicle/Tampering with Vehicle/Etc.,Traffic,OTHER
4-18-17,DOVER PD,Non-Moving Violation/Abandoned Vehicle/Tampering with Vehicle/Etc.,Traffic,OTHER
4-18-17,DOVER PD,Non-Moving Violation/Abandoned Vehicle/Tampering with Vehicle/Etc.,Traffic,OTHER
4-18-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-18-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-13-17,DOVER PD,Domestic/Family/Verbal,Domestic,OTHER
4-10-17,DOVER PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-06-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-05-17,DOVER PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-05-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-04-17,DOVER PD,Marijuana/Possession,Drugs,DRUGS
4-04-17,DOVER PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-04-17,DOVER PD,Moving Violation/Traffic,Traffic,OTHER
4-04-17,DOVER PD,Moving Violation/Traffic,Traffic,OTHER
4-04-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-04-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-04-17,DOVER PD,Larceny/From Building,Theft,PROPERTY
4-03-17,DOVER PD,Theft/False Pretense or Promise,Fraud,OTHER
4-01-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
3-31-17,DOVER PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
3-31-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
3-30-17,DOVER PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
