Crime Date,Agency,Description,Type,Group
4-25-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-24-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-24-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-24-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-24-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-23-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-18-17,DE STATE POLICE DRUG DIVERSION UNIT,Synthetic Narcotic/Possession,Drugs,DRUGS
4-15-17,TROOP 2 STATE POLICE,Loitering/Adult,Disorderly conduct,OTHER
4-15-17,TROOP 2 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-11-17,NEW CASTLE COUNTY PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-09-17,TROOP 2 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
4-08-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-08-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-07-17,TROOP 2 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-07-17,DELAWARE SEX OFFENDER UNIT,Failure to Register as Sex Offender, ,
4-07-17,DELAWARE SEX OFFENDER UNIT,Failure to Register as Sex Offender, ,
4-06-17,TROOP 2 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-06-17,TROOP 2 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-06-17,TROOP 2 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-06-17,TROOP 2 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-06-17,TROOP 2 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-06-17,TROOP 2 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-04-17,TROOP 2 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-04-17,TROOP 2 STATE POLICE,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-04-17,TROOP 2 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-04-17,DELAWARE SEX OFFENDER UNIT,Failure to Register as Sex Offender, ,
4-04-17,DELAWARE SEX OFFENDER UNIT,Failure to Register as Sex Offender, ,
4-04-17,DELAWARE SEX OFFENDER UNIT,Failure to Register as Sex Offender, ,
4-04-17,DELAWARE SEX OFFENDER UNIT,Failure to Register as Sex Offender, ,
4-01-17,TROOP 2 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
3-31-17,TROOP 2 STATE POLICE,Larceny/From Building,Theft,PROPERTY
3-31-17,NEW CASTLE COUNTY PD,Failure to Register as Sex Offender, ,
3-30-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,NEW CASTLE COUNTY PD,Flight to Avoid Prosecution/Out-of-State Fugitive,Local fugitive,OTHER
