Crime Date,Agency,Description,Type,Group
4-17-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-16-17,TROOP 6 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-16-17,TROOP 6 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-16-17,TROOP 6 STATE POLICE,Filing a False Report,Obstruction of justice -- police,OTHER
4-16-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-16-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-16-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-16-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-16-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-16-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-16-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-16-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-16-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-12-17,TROOP 2 STATE POLICE,Heroin/Possession,Drugs,DRUGS
4-12-17,TROOP 2 STATE POLICE,Cocaine/Possession,Drugs,DRUGS
4-12-17,TROOP 2 STATE POLICE,Possession of a Non-Controlled Prescription Substance,Drugs,DRUGS
4-12-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-08-17,NEW CASTLE COUNTY PD,Violation of Protection From Abuse Order (PFA),Obstruction of justice -- courts,OTHER
4-07-17,NEW CASTLE COUNTY PD,Violation of Protection From Abuse Order (PFA),Obstruction of justice -- courts,OTHER
4-06-17,NEW CASTLE COUNTY PD,Cocaine/Possession,Drugs,DRUGS
4-06-17,NEW CASTLE COUNTY PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-01-17,TROOP 6 STATE POLICE,IMPERSONATION,Fraud,OTHER
4-01-17,TROOP 6 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-01-17,TROOP 6 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
4-01-17,TROOP 6 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
3-30-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
