Crime Date,Agency,Description,Type,Group
4-21-17,TROOP 3 STATE POLICE,Marijuana/Possession with Intent to Deliver,Drugs,DRUGS
4-21-17,TROOP 3 STATE POLICE,Cocaine/Possession with Intent to Deliver,Drugs,DRUGS
4-21-17,TROOP 3 STATE POLICE,Cocaine/Possession with Intent to Deliver,Drugs,DRUGS
4-21-17,TROOP 3 STATE POLICE,Synthetic Narcotic/Possession,Drugs,DRUGS
4-21-17,TROOP 3 STATE POLICE,Possession of a Non-Controlled Prescription Substance,Drugs,DRUGS
4-21-17,TROOP 3 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-21-17,TROOP 3 STATE POLICE,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-21-17,TROOP 3 STATE POLICE,Carrying Prohibited,Weapons,WEAPONS
4-21-17,TROOP 3 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-17-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-17-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-08-17,DOVER PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-08-17,DOVER PD,Larceny/From Building,Theft,PROPERTY
