Crime Date,Agency,Description,Type,Group
4-20-17,WYOMING POLICE DEPARTMENT,Trespassing/Free Text,Trespassing,OTHER
4-19-17,WYOMING POLICE DEPARTMENT,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-17-17,WYOMING POLICE DEPARTMENT,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
4-16-17,DHSS ANIMAL WELFARE,Delinquency,Delinquency,OTHER
4-16-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-16-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-15-17,WYOMING POLICE DEPARTMENT,Simple Assault/Police Officer/Other Assaults/Non-Aggravated,Assault,OTHER
4-15-17,WYOMING POLICE DEPARTMENT,Resisting Arrest,Obstruction of justice -- police,OTHER
4-15-17,WYOMING POLICE DEPARTMENT,Trespassing/Free Text,Trespassing,OTHER
4-15-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,WYOMING POLICE DEPARTMENT,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-13-17,WYOMING POLICE DEPARTMENT,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,WYOMING POLICE DEPARTMENT,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
3-30-17,WYOMING POLICE DEPARTMENT,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
