Crime Date,Agency,Description,Type,Group
4-22-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-20-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-20-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-20-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-20-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-20-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-16-17,NEW CASTLE COUNTY PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,NEW CASTLE COUNTY PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,NEW CASTLE COUNTY PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,NEW CASTLE COUNTY PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-16-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-16-17,NEW CASTLE COUNTY PD,Criminal Solicitation,Obstruction of justice -- police,OTHER
4-14-17,TROOP 1 STATE POLICE,Larceny/From All Other Yards,Theft,PROPERTY
4-14-17,TROOP 1 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-12-17,TROOP 1 STATE POLICE,Heroin/Possession,Drugs,DRUGS
4-12-17,TROOP 1 STATE POLICE,Heroin/Possession,Drugs,DRUGS
4-12-17,TROOP 1 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-12-17,TROOP 1 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-10-17,TROOP 1 STATE POLICE,IMPERSONATION,Fraud,OTHER
4-10-17,TROOP 1 STATE POLICE,Driving without Consent,Traffic,OTHER
4-10-17,TROOP 1 STATE POLICE,Driving without Consent,Traffic,OTHER
4-10-17,TROOP 1 STATE POLICE,Driving without Consent,Traffic,OTHER
4-05-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-05-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-04-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
3-31-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-31-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,NEW CASTLE COUNTY PD,Obstructing a Court Order,Obstruction of justice -- courts,OTHER
3-30-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
3-30-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
