Crime Date,Agency,Description,Type,Group
4-25-17,TROOP 2 STATE POLICE,Forgery/Check,Forgery,OTHER
4-25-17,TROOP 2 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-25-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-25-17,NEW CASTLE COUNTY PD,IMPERSONATION,Fraud,OTHER
4-25-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-24-17,TROOP 2 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-23-17,NEW CASTLE COUNTY PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-23-17,NEW CASTLE COUNTY PD,IMPERSONATION,Fraud,OTHER
4-22-17,TROOP 2 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-22-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-22-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-19-17,NEW CASTLE COUNTY PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-14-17,TROOP 2 STATE POLICE,Robbery/Gun Convenience Store,Robbery,VIOLENT
4-12-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-12-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-12-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-12-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-10-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-10-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-10-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-08-17,TROOP 2 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-06-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-02-17,TROOP 2 STATE POLICE,Disturbing the Peace/Public Nuisance,Disorderly conduct,OTHER
4-01-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
3-31-17,TROOP 2 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
3-30-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
