Crime Date,Agency,Description,Type,Group
4-24-17,DELAWARE CITY POLICE DEPT,Domestic/Non-Family/Verbal,Domestic,OTHER
4-22-17,DELAWARE CITY POLICE DEPT,Damage/Business Property,Criminal mischief,OTHER
4-19-17,DELAWARE CITY POLICE DEPT,Domestic/Family/Verbal,Domestic,OTHER
4-06-17,DELAWARE CITY POLICE DEPT,Damage/Private Property,Criminal mischief,OTHER
4-06-17,DELAWARE CITY POLICE DEPT,Aggravated Assault/Non-Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-05-17,DELAWARE CITY POLICE DEPT,Damage/Business Property,Criminal mischief,OTHER
4-02-17,DELAWARE CITY POLICE DEPT,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-02-17,DELAWARE CITY POLICE DEPT,Larceny/From Building,Theft,PROPERTY
4-01-17,DELAWARE CITY POLICE DEPT,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-01-17,DELAWARE CITY POLICE DEPT,Resisting Arrest,Obstruction of justice -- police,OTHER
4-01-17,DELAWARE CITY POLICE DEPT,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
4-01-17,DELAWARE CITY POLICE DEPT,Trespassing/Free Text,Trespassing,OTHER
4-01-17,DELAWARE CITY POLICE DEPT,Larceny/From Building,Theft,PROPERTY
