Crime Date,Agency,Description,Type,Group
4-27-17,CAMDEN PD,Larceny/Shoplifting,Theft,PROPERTY
4-24-17,CAMDEN PD,Larceny/Shoplifting,Theft,PROPERTY
4-21-17,CAMDEN PD,Larceny/Shoplifting,Theft,PROPERTY
4-21-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-21-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-20-17,CAMDEN PD,Larceny/Shoplifting,Theft,PROPERTY
4-20-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-18-17,CAMDEN PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-18-17,CAMDEN PD,Larceny/Shoplifting,Theft,PROPERTY
4-18-17,CAMDEN PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-17-17,CAMDEN PD,Domestic/Family/Verbal,Domestic,OTHER
4-15-17,CAMDEN PD,Trespassing/Free Text,Trespassing,OTHER
4-15-17,CAMDEN PD,Larceny/Shoplifting,Theft,PROPERTY
4-15-17,CAMDEN PD,Inhaling Toxic Vapors,Drugs,DRUGS
4-15-17,CAMDEN PD,Trespassing/Free Text,Trespassing,OTHER
4-15-17,CAMDEN PD,Larceny/Shoplifting,Theft,PROPERTY
4-14-17,CAMDEN PD,Larceny/Shoplifting,Theft,PROPERTY
4-14-17,CAMDEN PD,Inhaling Toxic Vapors,Drugs,DRUGS
4-12-17,CAMDEN PD,Larceny/Shoplifting,Theft,PROPERTY
4-11-17,CAMDEN PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-11-17,CAMDEN PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-11-17,CAMDEN PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-11-17,CAMDEN PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-11-17,CAMDEN PD,Trespassing/Free Text,Trespassing,OTHER
4-11-17,CAMDEN PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,CAMDEN PD,Damage/Private Property,Criminal mischief,OTHER
4-11-17,CAMDEN PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-11-17,CAMDEN PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-10-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,TROOP 3 STATE POLICE,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,TROOP 3 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-10-17,TROOP 3 STATE POLICE,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-10-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-09-17,CAMDEN PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-08-17,CAMDEN PD,Disturbing the Peace/Public Nuisance,Disorderly conduct,OTHER
4-08-17,CAMDEN PD,Disturbing the Peace/Public Nuisance,Disorderly conduct,OTHER
4-08-17,CAMDEN PD,Domestic/Family/Verbal,Domestic,OTHER
4-07-17,CAMDEN PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-07-17,CAMDEN PD,Larceny/From Building,Theft,PROPERTY
4-07-17,CAMDEN PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-06-17,CAMDEN PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-05-17,CAMDEN PD,Larceny/Shoplifting,Theft,PROPERTY
4-04-17,CAMDEN PD,Damage/Business Property,Criminal mischief,OTHER
4-04-17,CAMDEN PD,Larceny/From All Other Yards,Theft,PROPERTY
3-31-17,DHSS ANIMAL WELFARE,Delinquency,Delinquency,OTHER
3-31-17,DHSS ANIMAL WELFARE,Delinquency,Delinquency,OTHER
3-31-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-31-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-30-17,CAMDEN PD,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,CAMDEN PD,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,CAMDEN PD,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,CAMDEN PD,Trespassing/Free Text,Trespassing,OTHER
3-30-17,CAMDEN PD,Trespassing/Free Text,Trespassing,OTHER
3-30-17,CAMDEN PD,Trespassing/Free Text,Trespassing,OTHER
