Crime Date,Agency,Description,Type,Group
4-21-17,MILFORD PD,Damage/Private Property,Criminal mischief,OTHER
4-21-17,MILFORD PD,Trespassing/Free Text,Trespassing,OTHER
4-18-17,MILFORD PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-16-17,MILFORD PD,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-16-17,MILFORD PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-11-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-11-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-03-17,TROOP 7 STATE POLICE,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-03-17,TROOP 7 STATE POLICE,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-03-17,TROOP 7 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-03-17,TROOP 7 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-02-17,MILFORD PD,Domestic/Non-Family/Verbal,Domestic,OTHER
3-30-17,MILFORD PD,Vehicle Theft Locally Stolen-Locally Recover,Vehicle theft,PROPERTY
3-30-17,MILFORD PD,Driving Under the Influence/Liquor,Traffic,OTHER
