Crime Date,Agency,Description,Type,Group
4-17-17,NEW CASTLE COUNTY PD,Larceny/From All Other Yards,Theft,PROPERTY
4-16-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-11-17,TROOP 1 STATE POLICE,Larceny/From All Other Yards,Theft,PROPERTY
4-11-17,TROOP 1 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-10-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-01-17,NEW CASTLE COUNTY PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-01-17,NEW CASTLE COUNTY PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-01-17,NEW CASTLE COUNTY PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-01-17,NEW CASTLE COUNTY PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-01-17,NEW CASTLE COUNTY PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
