Crime Date,Agency,Description,Type,Group
4-24-17,MIDDLETOWN POLICE DEPARTMENT,Larceny/From Building,Theft,PROPERTY
4-24-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-21-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-21-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-21-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-21-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-19-17,MIDDLETOWN POLICE DEPARTMENT,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-19-17,MIDDLETOWN POLICE DEPARTMENT,Traffic Offense/Free Text,Traffic,OTHER
4-19-17,MIDDLETOWN POLICE DEPARTMENT,Traffic Offense/Free Text,Traffic,OTHER
4-18-17,MIDDLETOWN POLICE DEPARTMENT,Larceny/Shoplifting,Theft,PROPERTY
4-18-17,MIDDLETOWN POLICE DEPARTMENT,Larceny/Shoplifting,Theft,PROPERTY
4-18-17,MIDDLETOWN POLICE DEPARTMENT,Domestic/Family/Verbal,Domestic,OTHER
4-11-17,TROOP 2 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,TROOP 2 STATE POLICE,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-11-17,TROOP 2 STATE POLICE,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-06-17,TROOP 2 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-05-17,MIDDLETOWN POLICE DEPARTMENT,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-04-17,MIDDLETOWN POLICE DEPARTMENT,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-04-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-02-17,MIDDLETOWN POLICE DEPARTMENT,Domestic/Family/Verbal,Domestic,OTHER
