Crime Date,Agency,Description,Type,Group
4-14-17,TROOP 5 STATE POLICE,Violation of Protection From Abuse Order (PFA),Obstruction of justice -- courts,OTHER
4-10-17,TROOP 7 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-04-17,TROOP 5 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,TROOP 5 STATE POLICE,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,TROOP 4 STATE POLICE,Cocaine/Possession,Drugs,DRUGS
4-03-17,TROOP 4 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-03-17,TROOP 4 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-03-17,TROOP 4 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-03-17,TROOP 4 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
3-30-17,TROOP 5 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
