Crime Date,Agency,Description,Type,Group
4-22-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-18-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,NEW CASTLE COUNTY PD,Aggravated Assault/Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-18-17,NEW CASTLE COUNTY PD,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
4-08-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-04-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
3-31-17,TROOP 1 STATE POLICE,Hit and Run,Traffic,OTHER
3-31-17,TROOP 1 STATE POLICE,Hit and Run,Traffic,OTHER
3-31-17,TROOP 1 STATE POLICE,Hit and Run,Traffic,OTHER
3-31-17,TROOP 1 STATE POLICE,Hit and Run,Traffic,OTHER
3-31-17,TROOP 1 STATE POLICE,Hit and Run,Traffic,OTHER
