Crime Date,Agency,Description,Type,Group
4-24-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-18-17,TROOP 5 STATE POLICE,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,TROOP 5 STATE POLICE,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,TROOP 5 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-18-17,TROOP 5 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-18-17,TROOP 5 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-12-17,TROOP 5 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-04-17,TROOP 5 STATE POLICE,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-04-17,TROOP 5 STATE POLICE,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-04-17,TROOP 5 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-04-17,TROOP 5 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
