Crime Date,Agency,Description,Type,Group
4-17-17,GREENWOOD PD,Domestic/Family/Verbal,Domestic,OTHER
4-12-17,GREENWOOD PD,Flight to Avoid Prosecution/Out-of-State Fugitive,Local fugitive,OTHER
4-08-17,GREENWOOD PD,Marijuana/Possession,Drugs,DRUGS
4-04-17,GREENWOOD PD,Domestic/Family/Verbal,Domestic,OTHER
4-03-17,GREENWOOD PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-01-17,GREENWOOD PD,IMPERSONATION,Fraud,OTHER
4-01-17,GREENWOOD PD,Marijuana/Possession,Drugs,DRUGS
4-01-17,GREENWOOD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-01-17,GREENWOOD PD,Traffic Offense/Free Text,Traffic,OTHER
4-01-17,GREENWOOD PD,Traffic Offense/Free Text,Traffic,OTHER
