Crime Date,Agency,Description,Type,Group
4-21-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-18-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-17-17,TROOP 3 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
4-14-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-12-17,TROOP 3 STATE POLICE,Larceny/From All Other Yards,Theft,PROPERTY
4-12-17,TROOP 3 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-11-17,TROOP 3 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-11-17,TROOP 3 STATE POLICE,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-09-17,TROOP 3 STATE POLICE,Driving Under the Influence/Drugs,Traffic,OTHER
4-09-17,TROOP 3 STATE POLICE,Driving Under the Influence/Liquor,Traffic,OTHER
4-09-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-09-17,TROOP 3 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-06-17,TROOP 3 STATE POLICE,Contempt of Court,Obstruction of justice -- courts,OTHER
4-02-17,TROOP 3 STATE POLICE,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-02-17,TROOP 3 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-02-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-31-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-31-17,TROOP 3 STATE POLICE,Heroin/Possession,Drugs,DRUGS
3-31-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
3-31-17,TROOP 3 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
3-31-17,TROOP 3 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
3-31-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
3-31-17,TROOP 3 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
3-31-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
3-31-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
