Crime Date,Agency,Description,Type,Group
4-21-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-21-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-21-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-20-17,NEW CASTLE COUNTY PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-20-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-20-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-20-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-20-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-20-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-20-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-20-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-20-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,TROOP 2 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-12-17,NEW CASTLE CITY PD,Damage/Private Property,Criminal mischief,OTHER
4-12-17,NEW CASTLE CITY PD,Trespassing/Free Text,Trespassing,OTHER
4-12-17,NEW CASTLE CITY PD,Damage/Private Property,Criminal mischief,OTHER
4-12-17,NEW CASTLE CITY PD,Trespassing/Free Text,Trespassing,OTHER
4-12-17,NEW CASTLE CITY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-12-17,NEW CASTLE CITY PD,Damage/Private Property,Criminal mischief,OTHER
4-12-17,NEW CASTLE CITY PD,Trespassing/Free Text,Trespassing,OTHER
4-04-17,NEW CASTLE CITY PD,Domestic/Family/Verbal,Domestic,OTHER
4-02-17,NEW CASTLE COUNTY PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-01-17,NEW CASTLE COUNTY PD,Larceny/From All Other Yards,Theft,PROPERTY
