Crime Date,Agency,Description,Type,Group
4-24-17,NEW CASTLE COUNTY PD,Larceny/Vehicle Parts/From Auto/Attached,Theft,PROPERTY
4-20-17,NEW CASTLE COUNTY PD,Larceny/From All Other Yards,Theft,PROPERTY
4-18-17,NEW CASTLE COUNTY PD,Larceny/From All Other Yards,Theft,PROPERTY
4-17-17,NEW CASTLE COUNTY PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-16-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-15-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-15-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-15-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-15-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-15-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-15-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-15-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-15-17,NEW CASTLE COUNTY PD,Hit and Run,Traffic,OTHER
4-15-17,NEW CASTLE COUNTY PD,Hit and Run,Traffic,OTHER
4-15-17,NEW CASTLE COUNTY PD,Hit and Run,Traffic,OTHER
4-12-17,NEW CASTLE COUNTY PD,Methamphetamine/Possession,Drugs,DRUGS
4-12-17,NEW CASTLE COUNTY PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-10-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-10-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-10-17,NEW CASTLE COUNTY PD,Loitering/Juveniles,Disorderly conduct,OTHER
4-06-17,NEW CASTLE COUNTY PD,Drug Overdose/Illegal Substances,Drugs,DRUGS
4-06-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
