Crime Date,Agency,Description,Type,Group
4-27-17,DOVER PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-25-17,DOVER PD,Domestic/Family/Verbal,Domestic,OTHER
4-23-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-20-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-19-17,DOVER PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-17-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-17-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-17-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-17-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-14-17,DOVER PD,Embezzlement/Business Property,Embezzlement,OTHER
4-14-17,DOVER PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-14-17,DOVER PD,Trespassing/Free Text,Trespassing,OTHER
4-10-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-07-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-07-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-07-17,DOVER PD,Theft/False Pretense or Promise,Fraud,OTHER
4-07-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-05-17,TROOP 3 STATE POLICE,IMPERSONATION,Fraud,OTHER
4-05-17,TROOP 3 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-05-17,TROOP 3 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-05-17,TROOP 3 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-05-17,DOVER PD,Larceny/From Building,Theft,PROPERTY
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-01-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
